"Date","ID_Jar","Net","Lat_IN","Lon_IN","Depth_Min","Depth_Max","Volume_m3","Time_IN","Species_Name","Type","Length_l","Length_h","Tot_num"
"9/23/04",25,"Hoop",37.884643,-123.3800775,-1,-41,254.41,"12:48:00","Euphausiidae ","protozoea",1.5,2,16
"9/23/04",25,"Hoop",37.884643,-123.3800775,-1,-41,254.41,"12:48:00","Stylocheiron spp","zoea",3.3,3.3,8
"9/23/04",26,"Hoop",37.8925,-123.095,-1,-32,297.24,"15:18:00","Euphausiidae ","protozoea",1.5,2,80
"9/23/04",26,"Hoop",37.8925,-123.095,-1,-32,297.24,"15:18:00","Euphausiidae ","zoea",2.6,3.1,24
"10/21/04",27,"Hoop",37.7221,-123.233,-1,-42,472.59,"11:15:00","Euphausia pacifica","juv",3.1,4.2,80
"10/21/04",27,"Hoop",37.7221,-123.233,-1,-42,472.59,"11:15:00","Euphausiidae ","protozoea",1.9,2.2,192
"10/21/04",27,"Hoop",37.7221,-123.233,-1,-42,472.59,"11:15:00","Euphausiidae ","zoea",2.7,3.5,368
"10/21/04",28,"Hoop",37.7233976,-123.1852812,-1,-51,332.29,"13:05:00","Euphausia pacifica","juv",7.2,7.2,1
"10/21/04",28,"Hoop",37.7233976,-123.1852812,-1,-51,332.29,"13:05:00","Euphausiidae ","protozoea",1.9,2.2,64
"10/21/04",28,"Hoop",37.7233976,-123.1852812,-1,-51,332.29,"13:05:00","Euphausiidae ","zoea",2.7,3.5,128
"10/21/04",29,"Hoop",37.7246041,-123.1378151,-1,-57,318.76,"13:20:00","Euphausiidae ","protozoea",1.9,2.2,96
"10/21/04",29,"Hoop",37.7246041,-123.1378151,-1,-57,318.76,"13:20:00","Euphausia pacifica","zoea",3.8,4.2,64
"10/21/04",29,"Hoop",37.7246041,-123.1378151,-1,-57,318.76,"13:20:00","Euphausiidae ","zoea",2.7,3.5,704
"10/21/04",29,"Hoop",37.7246041,-123.1378151,-1,-57,318.76,"13:20:00","Thysanoessa spinifera","zoea",4.1,4.6,96
"10/21/04",30,"Hoop",37.7270174,-123.042883,-1,-27,479.74,"14:06:00","Euphausiidae ","protozoea",1.9,2.2,64
"10/21/04",30,"Hoop",37.7270174,-123.042883,-1,-27,479.74,"14:06:00","Euphausia pacifica","zoea",3.8,4.2,32
"10/21/04",30,"Hoop",37.7270174,-123.042883,-1,-27,479.74,"14:06:00","Euphausiidae ","zoea",2.7,3.5,224
"10/22/04",31,"Hoop",38.0461,-123.563,-1,-45,361.15,"10:12:00","Nematoscelis difficilis","juv",6.5,6.5,12
"10/22/04",31,"Hoop",38.0461,-123.563,-1,-45,361.15,"10:12:00","Euphausia pacifica","juv",5.2,5.2,4
"10/22/04",31,"Hoop",38.0461,-123.563,-1,-45,361.15,"10:12:00","Nematoscelis difficilis","zoea",4.6,4.6,16
"10/22/04",31,"Hoop",38.0461,-123.563,-1,-45,361.15,"10:12:00","Euphausiidae ","zoea",2.5,3.1,112
"10/22/04",32,"Hoop",38.0474476,-123.5151749,-1,-53,312.69,"11:58:00","Euphausiidae ","protozoea",1.9,2.2,8
"10/22/04",32,"Hoop",38.0474476,-123.5151749,-1,-53,312.69,"11:58:00","Euphausiidae ","zoea",2.6,3.1,16
"10/22/04",32,"Hoop",38.0474476,-123.5151749,-1,-53,312.69,"11:58:00","Euphausia pacifica","zoea",4.2,4.2,8
"10/22/04",33,"Hoop",38.0487809,-123.467652,-1,-49,658.74,"13:15:00","Euphausia pacifica","imm f",11.5,11.5,1
"10/22/04",33,"Hoop",38.0487809,-123.467652,-1,-49,658.74,"13:15:00","Euphausia pacifica","imm f",13,13,1
"10/22/04",33,"Hoop",38.0487809,-123.467652,-1,-49,658.74,"13:15:00","Thysanoessa spinifera","juv",6.2,6.2,1
"10/22/04",34,"Hoop",38.0514476,-123.3726062,-1,-32,436.37,"14:02:00","Euphausia pacifica","juv",11.3,11.3,1
"10/22/04",34,"Hoop",38.0514476,-123.3726062,-1,-32,436.37,"14:02:00","Euphausiidae ","protozoea",1.1,1.2,8
"10/22/04",34,"Hoop",38.0514476,-123.3726062,-1,-32,436.37,"14:02:00","Euphausia pacifica","zoea",4.3,4.3,24
"10/22/04",34,"Hoop",38.0514476,-123.3726062,-1,-32,436.37,"14:02:00","Euphausiidae ","zoea",2.6,3.1,32
"10/22/04",35,"Hoop",38.0568,-123.183,-1,-57,302.2,"15:36:00","Euphausiidae ","protozoea",1.1,1.2,32
"10/22/04",35,"Hoop",38.0568,-123.183,-1,-57,302.2,"15:36:00","Euphausiidae ","zoea",2.6,3.1,16
"10/23/04",36,"Hoop",37.882,-123.475,-1,-30,390.06,"11:15:00","Euphausiidae ","protozoea",1.9,2.2,432
"10/23/04",36,"Hoop",37.882,-123.475,-1,-30,390.06,"11:15:00","Euphausia pacifica","zoea",3.5,4.6,80
"10/23/04",36,"Hoop",37.882,-123.475,-1,-30,390.06,"11:15:00","Euphausiidae ","zoea",2.6,3.1,240
"10/23/04",37,"Hoop",37.884643,-123.3800775,-1,-60,341.12,"12:27:00","Euphausia spp","zoea",2.3,3.7,48
"10/23/04",38,"Hoop",37.8833404,-123.4276409,-1,-46,353.1,"13:47:00","Euphausiidae ","protozoea",1.5,2,16
"10/23/04",39,"Hoop",37.8872483,-123.2849505,-1,-46,313.34,"14:40:00","Euphausiidae ","protozoea",1.5,2,64
"10/23/04",39,"Hoop",37.8872483,-123.2849505,-1,-46,313.34,"14:40:00","Euphausia pacifica","zoea",3.5,4.6,64
"10/23/04",39,"Hoop",37.8872483,-123.2849505,-1,-46,313.34,"14:40:00","Euphausiidae ","zoea",2.7,3.5,176
"10/23/04",39,"Hoop",37.8872483,-123.2849505,-1,-46,313.34,"14:40:00","Thysanoessa spinifera","zoea",3.2,4.4,80
"10/23/04",40,"Hoop",37.8925,-123.095,-1,-36,288.03,"16:06:00","Euphausiidae ","protozoea",1.5,2,32
"10/23/04",40,"Hoop",37.8925,-123.095,-1,-36,288.03,"16:06:00","Euphausiidae ","zoea",2.6,3.1,320
"10/22/04",41,"Tucker",38.0474476,-123.5151749,-1,-200,1468.85,"12:28:00","Euphausia pacifica","f",20.3,20.3,16
"10/22/04",41,"Tucker",38.0474476,-123.5151749,-1,-200,1468.85,"12:28:00","Euphausia pacifica","f",11.1,12,192
"10/22/04",41,"Tucker",38.0474476,-123.5151749,-1,-200,1468.85,"12:28:00","Euphausia pacifica","f",12.1,13,96
"10/22/04",41,"Tucker",38.0474476,-123.5151749,-1,-200,1468.85,"12:28:00","Euphausia pacifica","f",13.1,14,160
"10/22/04",41,"Tucker",38.0474476,-123.5151749,-1,-200,1468.85,"12:28:00","Euphausia pacifica","f",14.1,15,144
"10/22/04",41,"Tucker",38.0474476,-123.5151749,-1,-200,1468.85,"12:28:00","Euphausia pacifica","f",15.1,16,96
"10/22/04",41,"Tucker",38.0474476,-123.5151749,-1,-200,1468.85,"12:28:00","Euphausia pacifica","f",10.1,11,48
"10/22/04",41,"Tucker",38.0474476,-123.5151749,-1,-200,1468.85,"12:28:00","Euphausia pacifica","f",16.1,17,112
"10/22/04",41,"Tucker",38.0474476,-123.5151749,-1,-200,1468.85,"12:28:00","Euphausia pacifica","juv",5.1,6,80
"10/22/04",41,"Tucker",38.0474476,-123.5151749,-1,-200,1468.85,"12:28:00","Nematoscelis difficilis","juv",6.1,7,32
"10/22/04",41,"Tucker",38.0474476,-123.5151749,-1,-200,1468.85,"12:28:00","Nematoscelis difficilis","juv",8.1,9,32
"10/22/04",41,"Tucker",38.0474476,-123.5151749,-1,-200,1468.85,"12:28:00","Thysanoessa spinifera","juv",7.1,8,32
"10/22/04",41,"Tucker",38.0474476,-123.5151749,-1,-200,1468.85,"12:28:00","Euphausia pacifica","m",13.1,14,16
"10/22/04",41,"Tucker",38.0474476,-123.5151749,-1,-200,1468.85,"12:28:00","Euphausia pacifica","m",14.1,15,128
"10/22/04",41,"Tucker",38.0474476,-123.5151749,-1,-200,1468.85,"12:28:00","Euphausia pacifica","m",15.1,16,32
"10/22/04",41,"Tucker",38.0474476,-123.5151749,-1,-200,1468.85,"12:28:00","Euphausia pacifica","m",17,17,48
"10/22/04",41,"Tucker",38.0474476,-123.5151749,-1,-200,1468.85,"12:28:00","Thysanoessa spinifera","m",17.2,17.2,16
"10/22/04",41,"Tucker",38.0474476,-123.5151749,-1,-200,1468.85,"12:28:00","Euphausia pacifica","m",16.1,17,16
"10/22/04",41,"Tucker",38.0474476,-123.5151749,-1,-200,1468.85,"12:28:00","Euphausia pacifica","zoea",3.1,4.2,256
"10/22/04",42,"Tucker",38.0474476,-123.5151749,-1,-200,,"12:28:00","Euphausia pacifica","f",13.1,14,16
"10/22/04",42,"Tucker",38.0474476,-123.5151749,-1,-200,,"12:28:00","Euphausia pacifica","f",12.1,13,20
"10/22/04",42,"Tucker",38.0474476,-123.5151749,-1,-200,,"12:28:00","Euphausia pacifica","f",14.1,15,8
"10/22/04",42,"Tucker",38.0474476,-123.5151749,-1,-200,,"12:28:00","Euphausia pacifica","f",15.1,16,4
"10/22/04",42,"Tucker",38.0474476,-123.5151749,-1,-200,,"12:28:00","Euphausia pacifica","f",11.1,12,8
"10/22/04",42,"Tucker",38.0474476,-123.5151749,-1,-200,,"12:28:00","Euphausia pacifica","f",17.1,18,8
"10/22/04",42,"Tucker",38.0474476,-123.5151749,-1,-200,,"12:28:00","Euphausia pacifica","f",10.1,11,20
"10/22/04",42,"Tucker",38.0474476,-123.5151749,-1,-200,,"12:28:00","Thysanoessa gregaria","f",7.1,7.1,4
"10/22/04",42,"Tucker",38.0474476,-123.5151749,-1,-200,,"12:28:00","Euphausia pacifica","juv",6,6.9,12
"10/22/04",42,"Tucker",38.0474476,-123.5151749,-1,-200,,"12:28:00","Euphausia pacifica","juv",7,7.9,12
"10/22/04",42,"Tucker",38.0474476,-123.5151749,-1,-200,,"12:28:00","Euphausia pacifica","juv",8,8.9,4
"10/22/04",42,"Tucker",38.0474476,-123.5151749,-1,-200,,"12:28:00","Thysanoessa spinifera","juv",13.5,13.5,4
"10/22/04",42,"Tucker",38.0474476,-123.5151749,-1,-200,,"12:28:00","Euphausia pacifica","m",13.1,14,16
"10/22/04",42,"Tucker",38.0474476,-123.5151749,-1,-200,,"12:28:00","Euphausia pacifica","m",14.1,15,12
"10/22/04",42,"Tucker",38.0474476,-123.5151749,-1,-200,,"12:28:00","Euphausia pacifica","m",15.1,16,24
"10/22/04",42,"Tucker",38.0474476,-123.5151749,-1,-200,,"12:28:00","Euphausia pacifica","m",16.1,17,4
"10/22/04",43,"Tucker",38.0568,-123.183,-1,-25,330.03,"15:50:00","Euphausiidae ",,11.1,14,3
"10/22/04",43,"Tucker",38.0568,-123.183,-1,-25,330.03,"15:50:00","Euphausia pacifica","f",14.1,15,3
"10/22/04",43,"Tucker",38.0568,-123.183,-1,-25,330.03,"15:50:00","Euphausia pacifica","f",13.1,14,1
"10/22/04",43,"Tucker",38.0568,-123.183,-1,-25,330.03,"15:50:00","Euphausia pacifica","f",12.1,13,2
"10/22/04",43,"Tucker",38.0568,-123.183,-1,-25,330.03,"15:50:00","Euphausia pacifica","m",15.1,16,1
"10/22/04",43,"Tucker",38.0568,-123.183,-1,-25,330.03,"15:50:00","Euphausia pacifica","m",13.1,14,1
"10/22/04",44,"Tucker",38.0568,-123.183,-1,-50,,"15:50:00","Euphausiidae ",,7.2,8.5,6
"10/22/04",44,"Tucker",38.0568,-123.183,-1,-50,,"15:50:00","Euphausia pacifica","f",14.1,15,1
"10/22/04",44,"Tucker",38.0568,-123.183,-1,-50,,"15:50:00","Euphausia pacifica","f",11.1,12,3
"10/22/04",44,"Tucker",38.0568,-123.183,-1,-50,,"15:50:00","Euphausia pacifica","f",13.1,14,2
"10/22/04",44,"Tucker",38.0568,-123.183,-1,-50,,"15:50:00","Euphausia pacifica","f",15.1,16,2
"10/22/04",44,"Tucker",38.0568,-123.183,-1,-50,,"15:50:00","Euphausia pacifica","m",13.1,14,2
"10/22/04",44,"Tucker",38.0568,-123.183,-1,-50,,"15:50:00","Euphausia pacifica","m",14.1,15,1
"10/22/04",44,"Tucker",38.0568,-123.183,-1,-50,,"15:50:00","Euphausia pacifica","m",11.1,12,2
"10/23/04",45,"Tucker",37.88316667,-123.4215,-1,-100,1395.87,"12:48:00","Thysanoessa spinifera","f",14.1,15,96
"10/23/04",45,"Tucker",37.88316667,-123.4215,-1,-100,1395.87,"12:48:00","Euphausia pacifica","f",14.1,15,224
"10/23/04",45,"Tucker",37.88316667,-123.4215,-1,-100,1395.87,"12:48:00","Euphausia pacifica","f",17.1,18,512
"10/23/04",45,"Tucker",37.88316667,-123.4215,-1,-100,1395.87,"12:48:00","Euphausia pacifica","f",11.1,12,96
"10/23/04",45,"Tucker",37.88316667,-123.4215,-1,-100,1395.87,"12:48:00","Euphausia pacifica","f",12.1,13,96
"10/23/04",45,"Tucker",37.88316667,-123.4215,-1,-100,1395.87,"12:48:00","Euphausia pacifica","f",13.1,14,128
"10/23/04",45,"Tucker",37.88316667,-123.4215,-1,-100,1395.87,"12:48:00","Euphausia pacifica","f",16.1,17,640
"10/23/04",45,"Tucker",37.88316667,-123.4215,-1,-100,1395.87,"12:48:00","Euphausia pacifica","f",10.1,11,128
"10/23/04",45,"Tucker",37.88316667,-123.4215,-1,-100,1395.87,"12:48:00","Euphausia pacifica","f",18.1,19,352
"10/23/04",45,"Tucker",37.88316667,-123.4215,-1,-100,1395.87,"12:48:00","Euphausia pacifica","f",19.1,20,128
"10/23/04",45,"Tucker",37.88316667,-123.4215,-1,-100,1395.87,"12:48:00","Euphausia pacifica","f",20.1,21,32
"10/23/04",45,"Tucker",37.88316667,-123.4215,-1,-100,1395.87,"12:48:00","Euphausia pacifica","f",15.1,16,672
"10/23/04",45,"Tucker",37.88316667,-123.4215,-1,-100,1395.87,"12:48:00","Euphausia pacifica","juv",8,8.9,64
"10/23/04",45,"Tucker",37.88316667,-123.4215,-1,-100,1395.87,"12:48:00","Euphausia pacifica","juv",8,8.9,32
"10/23/04",45,"Tucker",37.88316667,-123.4215,-1,-100,1395.87,"12:48:00","Euphausia pacifica","juv",7,7.9,96
"10/23/04",45,"Tucker",37.88316667,-123.4215,-1,-100,1395.87,"12:48:00","Euphausia pacifica","juv",6,6.9,64
"10/23/04",45,"Tucker",37.88316667,-123.4215,-1,-100,1395.87,"12:48:00","Euphausia pacifica","juv",6.1,6.9,64
"10/23/04",45,"Tucker",37.88316667,-123.4215,-1,-100,1395.87,"12:48:00","Euphausia pacifica","juv",7,7.9,64
"10/23/04",45,"Tucker",37.88316667,-123.4215,-1,-100,1395.87,"12:48:00","Euphausia pacifica","m",12.1,13,64
"10/23/04",45,"Tucker",37.88316667,-123.4215,-1,-100,1395.87,"12:48:00","Euphausia pacifica","m",13.1,14,160
"10/23/04",45,"Tucker",37.88316667,-123.4215,-1,-100,1395.87,"12:48:00","Euphausia pacifica","m",14.1,15,576
"10/23/04",45,"Tucker",37.88316667,-123.4215,-1,-100,1395.87,"12:48:00","Euphausia pacifica","m",15.1,16,992
"10/23/04",45,"Tucker",37.88316667,-123.4215,-1,-100,1395.87,"12:48:00","Euphausia pacifica","m",16.1,17,800
"10/23/04",45,"Tucker",37.88316667,-123.4215,-1,-100,1395.87,"12:48:00","Euphausia pacifica","m",18.1,19,96
"10/23/04",45,"Tucker",37.88316667,-123.4215,-1,-100,1395.87,"12:48:00","Euphausia pacifica","m",19.1,20,64
"10/23/04",45,"Tucker",37.88316667,-123.4215,-1,-100,1395.87,"12:48:00","Euphausia pacifica","m",17.1,18,512
"10/23/04",45,"Tucker",37.88316667,-123.4215,-1,-100,1395.87,"12:48:00","Euphausiidae ","protozoea",1.6,1.9,1024
"10/23/04",45,"Tucker",37.88316667,-123.4215,-1,-100,1395.87,"12:48:00","Euphausiidae ","zoea",2.5,3.1,256
"2/22/05",46,"Hoop",37.7221,-123.233,-1,-55,362.05,"10:58:00","Euphausiidae ","protozoea",1.9,2.2,108
